Incident No.,Incident Type,Incident Date,Discovery Date,Country Role,Region,Country,City/Region,Location Type,Origin if known,Transit if known,Destination if known,Report grading,Verif means,Ultimate source type,Ult. Verif. Source,Ult. Source Reliability,Orig. Source Type,Medium,Original Source,Day,Month,Year,Day (+/-),Month (+/-),# Cheetahs,Units,Incident Description,Confiscated,Surrendered,Alive,Died,LTF/ UNK Fate,Action Taken,Outcome,Detecting agency,POI Assigned ID,Other info / URL
PT-2018-043,Seizure,04/08/2018,04/08/2018,O/T,East Africa,Somaliland,"El Sheikh, Ceel-Sheekh",Public road,Ethiopia,,,A,Seizure,C,Original source,A,A,Email,SLD field team,4,8,2018,-3,,6,Live,cubs (5-6 months' old) confiscated by Coast Guard in a car. Same dealers as 12 cubs on 18-Apr-17. Apparently from Gashamo area in Ethiopia.,6,0,6,0,0,Cubs were transported to safe house (4-Aug-18); they are in very bad shape. Apparently the dealers got arrested but no more details are known. Subject claimed the cubs came from Kenya.,"28-Aug-18: Smugglers convicted to 3 yrs/jail and $300 fine each. Vehicle confiscated until fines are paid. Apparently they were released before the first year, during Ramadan.",Coast Guard,"POI-06, POI-16",
PT-2018-044,Possession/trade,06/08/2018,18/08/2018,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search,E,Original source,F,C,eCommerce,haraj.com.sa,6,8,2018,,,2,Live,(Code 430-003): Age: 3M; Sex: 2U; Price: 36000 SAR (1 sold),0,0,1,0,1,,"One sold, re-advertised second one.  ",Does not apply,POI/WB-430,
PT-2018-045,Possession/trade,11/08/2018,19/10/2018,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,11,8,2018,,,1,Live,(Code 435-004): Age: 4M; Sex: 1F; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-435,
PT-2018-046,Possession/trade,15/08/2018,18/08/2018,T/D,Middle East,Saudi Arabia,Jeddah,Online,,,,D,Image search,E,Original source,F,C,eCommerce,haraj.com.sa,15,8,2018,,,1,Live,(Code 428-001): Age: 5M; Sex: 1U; Price: 33000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-428,
PT-2018-047,Possession/trade,15/08/2018,19/10/2018,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,15,8,2018,,,1,Live,(Code 435-005): Age: 4M; Sex: 1M; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-435,
PT-2018-048,Possession/trade,16/08/2018,18/08/2018,D,Middle East,UAE,Dubai,Restaurant,,,,C,Images/Video,D,Various media,B,C,Media,Al Arabiya (M East),16,8,2018,,,1,Live,cheetah at restaurant,0,0,1,0,0,Article indicates that cheetah would be confiscated.,No further information.,Does not apply,Unknown,https://english.alarabiya.net/en/variety/2018/08/19/Cheetah-stunt-at-Dubai-cafe-under-probe.html
PT-2018-049,Possession/trade,17/08/2018,18/08/2018,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search,E,Original source,F,C,eCommerce,haraj.com.sa,17,8,2018,,,1,Live,(Code 429-001): Age: 3M; Sex: 1U; Price: 22000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-429,
PT-2018-050,Possession/trade,19/08/2018,20/08/2018,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search,E,Original source,F,C,eCommerce,haraj.com.sa,19,8,2018,,,1,Live,(Code 430-004): Age: 5-6M; Sex: 1U; Price: 33000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-430,
PT-2018-051,Possession/trade,19/08/2018,13/12/2018,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,19,8,2018,,,1,Live,(Code 120-167): Age: ; Sex: 1F; Price: 28000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-120,
PT-2018-052,Seizure,25/08/2018,25/08/2018,O/T,East Africa,Somaliland,"Erigavo, Ceerigabo, Erigabo",Rural area,,,,A,Seizure,A,Original source,A,B,Whatsapp,MoERD Wildlife Director (Somaliland),25,8,2018,,,2,Live,"very small cubs (~6 wks), reported to the Regional Coordinator. Reportedly taken by kids in the region along with a Beira antelope, and all kept in village. Not known if intention was to sell them.",2,0,1,1,0,CCF team asked to assist with confiscation.,Transferred to safe house on 25-Aug-18. One died within a week.,"MoERD, Police",Unknown,
PT-2018-053,Possession/trade,29/08/2018,13/12/2018,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,29,8,2018,,,1,Live,(Code 120-168): Age: 5Y; Sex: 1M; Price: 30000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-120,
PT-2018-054,Possession/trade,05/09/2018,12/09/2018,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,5,9,2018,,,3,Live,(Code 314-014): Age: 5M; Sex: 3U; Price: UNK,0,0,0,0,3,,,Does not apply,POI/WB-314,
PT-2018-055,Possession/trade,05/09/2018,09/10/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image,E,Original source,F,C,eCommerce,haraj.com.sa,5,9,2018,,,1,Live,(Code 681-001): Age: Adult; Sex: 1M; Price: 35000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-681,
PT-2018-056,Possession/trade,12/09/2018,12/09/2018,D,Middle East,UAE,Dubai,Private zoo,,Oman,,A,Owner,C,Original source,B,D,Whatsapp,Confidential informant (02),12,9,2018,,,1,Live,"cub rescued, came from Oman.",0,0,1,0,0,Cub was skin and bones.,Under private care.,Does not apply,Unknown,
PT-2018-057,Possession/trade,13/09/2018,13/09/2018,O/T,East Africa,Somaliland,Oodweyne,Rural area,,,,D,Investigation,A,Min Environment,A,B,Direct,MoERD Wildlife Director (Somaliland),13,9,2018,,,5,Live,cubs for sale,0,0,0,0,5,Under investigation,Unknown outcome.,Does not apply,Unknown,
PT-2018-058,Possession/trade,15/09/2018,13/12/2018,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,15,9,2018,,,1,Live,(Code 120-169): Age: 4M; Sex: 1F; Price: 19000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-120,
PT-2018-059,Possession/trade,23/09/2018,09/10/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image,E,Original source,F,C,eCommerce,haraj.com.sa,23,9,2018,,,1,Live,(Code 689-001): Age: 1Y; Sex: 1U; Price: Unk ,0,0,0,0,1,,,Does not apply,POI/WB-689,
PT-2018-060,Possession/trade,24/09/2018,24/09/2018,O/T,East Africa,Somaliland,"Boroma, Boorama",Hotel,,,,A,Photos,A,Min Environment,A,B,Whatsapp,MoERD Wildlife Director (Somaliland),24,9,2018,,,3,Live,"2 fully-grown cheetahs, probably from RAYS hotel that disappeared. Confiscation scheduled. Later confirmed by visitors there were 3.",0,0,3,0,0,Confiscation cancelled due to additional 3 cubs in Aynabo that need to be taken quickly.,Possibly moved to private zoo.,Does not apply,"POI-72, POI-95",
PT-2018-061,Seizure,25/09/2018,25/09/2018,O/T,East Africa,Somaliland,"Ainabo, Aynabo, Caynabo",Private home,,,,A,Seizure,A,Original source,A,B,Whatsapp,MoERD Wildlife Director (Somaliland),25,9,2018,,,3,Live,cubs from Sarar confiscated one day earlier,3,0,1,2,0,CCF team asked to assist with confiscation.,Transferred to safe house on 26-Sep-18. Two died <2 weeks later (Oct 5 & 6),"MoERD, Police",Unknown,
PT-2018-062,Possession/trade,01/10/2018,07/10/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image,E,Original source,F,C,eCommerce,haraj.com.sa,1,10,2018,,,1,Live,(Code 647-001): Age: 1Y3M; Sex: 1F; Price: UNK ,0,0,0,0,1,,,Does not apply,POI/WB-647,
PT-2018-063,Possession/trade,10/10/2018,13/12/2018,T/D,Middle East,Saudi Arabia,Damman,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,10,10,2018,,,1,Live,(Code 120-170): Age: Adult; Sex: 1F; Price: 29000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-120,
PT-2018-064,Possession/trade,17/10/2018,14/02/2019,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,18,10,2018,,,1,Live,(Code 124-015): Age: 1Y4M; Sex: 1F; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-124,
PT-2018-065,Possession/trade,18/10/2018,28/05/2019,T/D,Middle East,Saudi Arabia,Al Sharkiya,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,18,10,2018,,,1,Live,(Code 406-034): Age: Adult; Sex: 1F; Price: 40000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-406,
PT-2018-066,Possession/trade,21/10/2018,09/01/2019,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,21,10,2018,,,1,Live,(Code 004-016): Age: Adult; Sex: 1U; Price: pet?,0,0,0,0,1,,,Does not apply,POI/WB-004,
PT-2018-067,Possession/trade,25/10/2018,25/10/2018,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,25,10,2018,,,1,Live,(Code 321-009): Age: 1Y; Sex: 1F; Price: 39000 AED,0,0,0,0,1,,,Does not apply,POI/WB-321,
PT-2018-068,Possession/trade,26/10/2018,06/11/2018,T,Middle East,Saudi Arabia,,Online,,,UAE,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,26,10,2018,,,1,Live,(Code 435-006): Age: Adult; Sex: 1F; Price: UNK,0,0,0,0,1,Seller is in Saudi Arabia but says for sale in UAE.,,Does not apply,POI/WB-435,
PT-2018-069,Possession/trade,05/11/2018,14/02/2019,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,5,11,2018,,,1,Live,(Code 124-016): Age: 3Y; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-124,
PT-2018-070,Possession/trade,06/11/2018,09/10/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image,E,Original source,F,C,eCommerce,haraj.com.sa,6,11,2018,,,1,Live,(Code 688-001): Age: Adult; Sex: 1U; Price: Unk ,0,0,0,0,1,,,Does not apply,POI/WB-688,
PT-2018-071,Possession/trade,16/11/2018,09/10/2020,T/D,Middle East,Saudi Arabia,Al Sharkiya,Online,,,,D,Image,E,Original source,F,C,eCommerce,haraj.com.sa,16,11,2018,,,1,Live,(Code 687-001): Age: 1Y; Sex: 1M; Price: 35000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-687,
PT-2018-072,Possession/trade,26/11/2018,13/12/2018,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,26,11,2018,,,1,Live,(Code 120-171): Age: 6M; Sex: 1M; Price: 25000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-120,
PT-2018-073,Possession/trade,03/12/2018,09/12/2018,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,3,12,2018,,,3,Live,(Code 314-015): Age: 4M; Sex: 3U; Price: UNK,0,0,0,0,3,,,Does not apply,POI/WB-314,
PT-2018-074,Possession/trade,11/12/2018,29/05/2019,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,11,12,2018,,,1,Live,(Code 406-035): Age: Adult; Sex: 1U; Price: 35000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-406,
PT-2018-075,Possession/trade,13/12/2018,15/05/2019,T/D,Middle East,Saudi Arabia,Jeddah,Online,,,,D,Image search. Known Individual.,E,Original source,C,C,Social Media,instagram.com,13,12,2018,,,1,Live,(Code 445-001): Age: 5M; Sex: 1F; Price: 30000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-445,
PT-2018-076,Possession/trade,21/12/2018,09/09/2020,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search,E,Original source,F,C,eCommerce,haraj.com.sa,1,1,2019,+/- 30,,1,Live,(Code 399-003): Age: 3Y; Sex: 1M; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-399,
PT-2018-077,Posession/trade,22/12/2018,10/07/2020,T/D,Middle East,Saudi Arabia,Jeddah,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,22,12,2018,,,1,Live,(Code 017-029): Age: 10M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-017,
PT-2018-078,Seizure,24/12/2018,24/12/2018,O/T,East Africa,Somaliland,Las Anod,Rural area,,,,A,Seizure,C,Original source,A,A,Whatsapp,SLD field team,24,12,2018,-3,,1,Live,8-wk cub reportedly from mother who killed a camel! According to report cub had been held only by a day.,1,0,1,0,0,,Arrived at safe house next day,MoERD,Unknown,
PT-2018-079,Possession/trade,25/12/2018,25/12/2018,O/T,East Africa,Somaliland,"Boroma, Boorama",Border city,,,,A,Site visit.,C,Original source,A,A,Email,SLD field team,25,12,2018,,,3,Live,adults kept about 50 m from RAYS Hotel; possibly same seen on 24-Sep-18.,0,0,0,0,3,Under investigation.,Unable to confirm.,Does not apply,Unknown,
PT-2018-080,Seizure,25/12/2018,25/12/2018,O/T,East Africa,Somaliland,Hargeisa,Hotel,,,,A,Seizure,C,Original source,A,A,Whatsapp,SLD field team,25,12,2018,,,1,Live,approx 5-wk cub found on FB; kept at hotel in northeast Hargeisa. Owners said cub was sold to them by known dealer (see POI).,1,0,1,0,0,Attempting confiscation,Confiscated on 19-Jan-19. Determined to be over 6 months. Reportedly sold by dealer. Two persons from hotel arrested.,MoERD,POI-06,
PT-2018-081,Posession/trade,28/12/2018,10/07/2020,T/D,Middle East,Saudi Arabia,Jeddah,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,28,12,2018,,,2,Live,(Code 017-030): Age: 2-3M; Sex: 2U; Price: UNK,0,0,0,0,2,,,Does not apply,POI/WB-017,
PT-2018-082,Possession/trade,31/12/2018,21/01/2019,O/T,East Africa,Somaliland,Hargeisa,Private zoo,,,,A,Site inspection,A,Min Environment,A,A,Direct,SLD field team,31,12,2018,,,1,Live,adult cheetah used for entertainment at zoo.,0,0,1,0,0,,,Does not apply,POI-12,
PT-2018-083,Possession/trade,31/12/2018,27/04/2019,O/T,East Africa,Somaliland,Hargeisa,Rural area,,,,A,Photo,C,Original source,A,A,Email,SLD field team,31,12,2018,,-12,1,Live,dead cheetah found on the outskirts of southern Hargeisa. Photo was from a year earlier.,0,0,0,1,0,,Person who took photo was contacted but had no further info.,Does not apply,Unknown,
PT-2018-084,Seizure,31/12/2018,04/12/2019,D,Middle East,Oman,,Unknown,,USA,,A,Seizure,A,Original source,A,B,Web site,CITES Trade DB,31,12,2018,,-12,1,Skin,Purpose L; Source I Marked as Re-export from XX.,1,0,0,1,0,,No other info. ,Unknown,Unknown,https://trade.cites.org/
PT-2019-001,Possession/trade,19/01/2019,28/01/2019,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,19,1,2019,,,4,Live,(Code 120-172): Age: 3M; Sex: 4U; Price: 35000 SAR,0,0,0,0,4,,,Does not apply,POI/WB-120,
PT-2019-002,Possession/trade,20/01/2019,11/07/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,20,1,2019,,,1,Live,(Code 551-001): Age: Adult; Sex: 1U; Price: Unk,0,0,0,0,1,,,Does not apply,POI/WB-551,
PT-2019-003,Possession/trade,22/01/2019,23/01/2019,O,East Africa,Kenya,Lakipia,Market,,,,A,Photo,C,Original source,A,D,Whatsapp,ACK (in litt. 2019),22,1,2019,,,1,Live,<2-week old cub (.96kg) rescued by Mugie Ranch ranger from a market in Lakipia. ,0,0,1,0,0,,Cub was taken to a conservancy for care and Asked ACK for assistance.,Does not apply,Unknown,
PT-2019-004,Seizure,22/01/2019,30/01/2020,O,Southern Africa,Namibia,,Rural area,,,,A,Direct,C,Original source,A,C,Direct,CCF FB page,22,1,2019,,,2,Live,eight-month-old cubs came in to us last week from the Ministry of Environment and Tourism as a confiscation case for lack of a permit. ,2,0,2,0,0,,Transferred to rescue center.,Ministry of Environment and Tourism,Unknown,https://www.facebook.com/CCFcheetah/posts/10155679760576082
PT-2019-005,Possession/trade,25/01/2019,15/05/2019,T/D,Middle East,Saudi Arabia,Medina,Online,,,,D,Image search,E,Original source,F,C,eCommerce,haraj.com.sa,25,1,2019,,,4,Live,(Code 444-001): Age: 2M; Sex: 4U; Price: 30000 SAR,0,0,0,0,4,,,Does not apply,POI/WB-444,
PT-2019-006,Possession/trade,25/01/2019,15/05/2019,T/D,Middle East,Saudi Arabia,Jeddah,Online,,,,D,Image search. Known Individual.,E,Original source,C,C,Social Media/eCommerce,"instagram.com, haraj.com.sa",25,1,2019,,,5,Live,"(Code 445-002): Age: Age: 2M; Sex: M,F; Price: 35000 SAR (sold 3)",0,0,3,0,2,,Indicates that 3 were sold.,Does not apply,POI/WB-445,
PT-2019-007,Seizure,01/02/2019,04/11/2019,O/D,Southern Africa,South Africa,,Rural area,,,,D,Sanctuary owner declaration,C,Original source,B,C,Media,The South African (ZA),1,2,2019,,+/-1,1,Live,"male ~5 y/o cheetah ""poached in the wild but was lucky to be confiscated by official authorities. Both his front and hind legs had been tied together with wire, causing severe damage to his lower legs.""",1,0,1,0,0,"2019-10: ""The wild male arrived at Makutsi a couple of months ago….Mavara spent about six months at Old Chapel Veterinary Clinic""",To be rewilded at Makutsi Safari Springs,Unknown,Unknown,"https://www.thesouthafrican.com/lifestyle/female-cheetah-released-into-the-wild/, https://www.tourismtattler.com/articles/conservation/new-home-for-pioneer-cheetah-jasmin/77284/?fbclid=IwAR2SDHjJg_RsCU5O6B0evqGqpzMzHcl6%E2%80%A6"
PT-2019-008,Seizure,01/02/2019,05/10/2020,O,Southern Africa,Namibia,,Unknown,,,,A,Direct,C,Original source,A,D,Report,CCF,1,2,2019,,,1,Live,female cheetah confiscated from owner for lack of a permit.,1,0,1,0,0,,Transferred to rescue center.,Ministry of Environment and Tourism,Unknown,
PT-2019-009,Possession/trade,12/02/2019,14/02/2019,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,12,2,2019,,,2,Live,"(Code 120-173): Age: 3M; Sex: M,F; Price: 33000 SAR",0,0,0,0,2,,,Does not apply,POI/WB-120,
PT-2019-010,Possession/trade,19/02/2019,19/02/2019,O/T,East Africa,Somaliland,Hargeisa,Private home,Ethiopia (Gashamo area),,,A,Cubs surrendered.,C,Original source,A,A,Whatsapp,SLD field team,19,2,2019,,,3,Live,~3 weeks' old cubs retrieved from smugglers by GIZ staff. Reportedly from Gashamo area in Ethiopia.,0,3,3,0,0,,No police or Ministry were present. Smugglers were reimbursed $100 for transportation expenses.,"MoERD, Police",Unknown,
PT-2019-011,Possession/trade,20/02/2019,09/10/2020,T/D,Middle East,Saudi Arabia,Jeddah,Online,,,,D,Image,E,Original source,F,C,eCommerce,haraj.com.sa,20,2,2019,,,1,Live,(Code 675-001): Age: 7M; Sex: 1U; Price: 30000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-675,
PT-2019-012,Possession/trade,21/02/2019,30/04/2020,D,So Asia,Pakistan,,Online,So Africa,,,D,Image search,E,Original source,F,C,Social Media,facebook.com,21,2,2019,,,2,Live,(Code 467-002): Age: 3M; Sex: 2U; Price: UNK,0,0,0,0,2,,,Does not apply,POI/WB-467,
PT-2019-013,Possession/trade,22/02/2019,30/09/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image,E,Original source,F,C,eCommerce,haraj.com.sa,22,2,2019,,,1,Live,(Code 602-001): Age: 3M; Sex: 1U; Price: Unk ,0,0,0,0,1,,,Does not apply,POI/WB-602,
PT-2019-014,Possession/trade,28/02/2019,23/03/2019,O/T,Southern Africa,South Africa,Johannesburg,Mai Mai Market,,,,A,Photos,C,Original source,B,D,Email,Field researcher (22) (in litt. 2017),28,2,2019,,-1,48,Skin,at Mai Mai traditional market (mutti) sold as tribal capes. ,0,0,0,48,0,,,Does not apply,Unknown,
PT-2019-015,Possession/trade,28/02/2019,23/03/2019,O/T,Southern Africa,South Africa,Johannesburg,Mai Mai Market,,,,A,Photos,C,Original source,B,D,Email,Field researcher (22) (in litt. 2017),28,2,2019,,-1,25,Skin,at outer shops of Mai Mai traditional market (mutti) sold as capes. ,0,0,0,25,0,,,Does not apply,Unknown,
